customer_id,customer_name,customer_age,customer_gender,customer_city,customer_state,customer_country,customer_income,date_of_registration,preferred_contact_method,customer_phone,customer_email,Customer_Satisfaction,CustomerEducation,CustomerCategory
CUST004013,Kayla Sanchez,45,Female,North Danielton,Massachusetts,USA,144401,01-07-2020,Phone,001-472-493-2640,parkershelly@example.net,5,Graduate,Public
CUST004014,Douglas Morton PhD,45,Female,Fergusonmouth,Rhode Island,Canada,131034,10-02-2021,Phone,001-435-942-0626x6382,jonathanshields@example.net,1,Undergraduate,Public
CUST004015,Hannah Mendez,21,Male,New Jason,Michigan,USA,68211,24-12-2017,Phone,9286623460,melanie26@example.com,1,Undergraduate,Public
CUST004016,Larry Mitchell,39,Female,Ramirezland,Michigan,Canada,28004,26-03-2023,Email,(779)930-6522,kmiller@example.net,2,Graduate,Public
CUST004017,Megan Robertson,29,Female,East Stephanieshire,Arizona,USA,88789,15-02-2024,Email,001-730-562-7026,tuckerscott@example.com,3,Graduate,Public
CUST004018,Michael Nguyen,62,Male,West Abigail,Massachusetts,USA,138706,25-07-2016,Phone,501.459.8149,alexisdunlap@example.org,5,Doctorate,Public
CUST004019,Kelsey Mendez DDS,20,Female,Warrenmouth,Missouri,Germany,99522,14-12-2015,Email,4322065579,omclaughlin@example.net,5,Doctorate,Public
CUST004020,Lawrence Weaver,39,Female,South Andresport,Wisconsin,Germany,89084,22-11-2015,SMS,(220)533-3485x17563,llewis@example.net,3,Postgraduate,Public
CUST004021,Jeffrey Gordon,61,Female,Thompsonberg,Wyoming,India,124032,20-06-2015,SMS,(997)983-4667,timothy42@example.com,9,Doctorate,Public
CUST004022,Robert Morgan,19,Male,Allenstad,Illinois,UK,51269,07-03-2016,SMS,886.232.8818x32293,rharris@example.com,10,Undergraduate,Public
CUST004023,Daniel Barnett,41,Male,Johnstonstad,Delaware,India,104709,21-10-2020,SMS,4062188783,jessica49@example.org,4,Doctorate,Public
CUST004024,George Sandoval,51,Female,Carmenport,Alabama,USA,138145,21-10-2018,Phone,7293519459,rebeccaali@example.net,8,Postgraduate,Public
CUST004025,Kenneth Odonnell,44,Male,Amybury,New Jersey,India,46118,21-06-2016,Email,749-917-3256,robinjohnson@example.org,3,Postgraduate,Public
CUST004026,Erin Black,72,Female,Padillabury,Mississippi,Germany,123494,15-09-2021,SMS,304.917.9306x811,anthony21@example.com,2,Undergraduate,Public
CUST004027,Sarah Gross,58,Male,East Jamieberg,Connecticut,USA,39089,01-04-2020,Phone,2827472061,randyjackson@example.com,4,Doctorate,Public
CUST004028,Mr. Richard Hamilton,18,Male,Matthewsberg,North Carolina,USA,144682,24-05-2015,SMS,6547405562,lmartinez@example.org,8,Doctorate,Public
CUST004029,Christopher Brown,25,Male,Williamsborough,Kentucky,India,67956,01-09-2022,Email,696.566.9803,bradleywhitney@example.com,5,Postgraduate,Public
CUST004030,Cameron Clark,40,Female,Lake William,Minnesota,Canada,133603,02-12-2020,SMS,327-924-5913x324,susan34@example.org,5,Doctorate,Public
CUST004031,Sean Holden,55,Male,South Annechester,New York,UK,110786,22-01-2015,SMS,215-927-7649x45399,alicia73@example.com,7,Postgraduate,Public
CUST004032,Jennifer Oconnell,23,Female,Shaffermouth,Kansas,India,116601,09-08-2016,SMS,-9906,nicole60@example.org,8,Doctorate,Public
CUST004033,Matthew Good,39,Female,South Dylan,Virginia,India,104226,12-07-2023,SMS,915-518-8132,anthonyjohn@example.com,1,Doctorate,Public
CUST004034,Patrick Kelly,42,Female,Amandaport,Florida,UK,38740,16-06-2019,Email,636-826-2117x1943,jean74@example.org,5,Undergraduate,Public
CUST004035,Nicholas King,35,Female,Port Cherylland,Ohio,USA,133605,20-04-2022,Phone,+1-881-675-2285x12680,hoffmanmichelle@example.org,5,Postgraduate,Public
CUST004036,Kimberly Bishop,34,Male,West Bryanview,Nebraska,USA,129343,14-01-2020,SMS,576.507.5171,guerrasamuel@example.com,4,Doctorate,Public
CUST004037,Matthew Chen MD,29,Male,Patrickton,Minnesota,Canada,129749,14-10-2023,Phone,-10425,greengail@example.com,9,Doctorate,Public
CUST004038,Melissa Berry,23,Male,Perezshire,Texas,India,132133,09-05-2018,Email,512.537.5064,rnichols@example.com,5,Undergraduate,Public
CUST004039,Charles Gonzalez,43,Female,West Veronica,Illinois,UK,94581,26-11-2015,Email,+1-711-727-1476x7413,whitestacey@example.org,1,Postgraduate,Public
CUST004040,Amanda Wilson,44,Female,Michaelton,Washington,India,146003,15-04-2020,SMS,(920)609-5144x91437,jaredbrooks@example.org,8,Doctorate,Public
CUST004041,Emily Kelly,25,Male,Tranhaven,Kentucky,Germany,96160,28-04-2015,Phone,001-684-659-1310x02029,morrisonkyle@example.com,5,Postgraduate,Public
CUST004042,Christopher Williams,36,Male,Aprilfort,Pennsylvania,India,111078,09-08-2016,SMS,621.238.4302,brittany80@example.com,9,Graduate,Public
CUST004043,Shelby Moore,59,Female,Frankton,Idaho,India,68779,18-11-2024,Email,695-976-3539x9311,kkelly@example.org,2,Doctorate,Public
CUST004044,Keith Fox,18,Male,Lake Stephenmouth,Minnesota,Germany,45495,16-03-2020,SMS,397.526.0928x182,mcdonaldjoseph@example.com,10,Undergraduate,Public
CUST004045,Bryan Collins,74,Female,South Heather,New Mexico,Germany,64602,26-01-2015,SMS,363-852-1600,wilsoncharles@example.net,2,Postgraduate,Public
CUST004046,Shannon Mckay,46,Male,Westville,New Hampshire,UK,34033,13-03-2015,Phone,6834964310,denise11@example.org,6,Undergraduate,Public
CUST004047,Darrell Jones,62,Other,New Anna,Arkansas,USA,78103,07-05-2021,Email,367.620.3508x52313,swansonlisa@example.org,6,Doctorate,Public
CUST004048,John Lee,66,Male,West Julie,Tennessee,Canada,112140,01-05-2016,SMS,756.926.4546,icalhoun@example.com,5,Graduate,Public
CUST004049,Michelle Nichols,52,Male,West Davidchester,Oregon,Germany,45442,16-03-2015,SMS,302-239-5586x862,jaime28@example.com,8,Postgraduate,Public
CUST004050,Elizabeth Edwards,57,Male,North Amanda,Alaska,USA,28247,08-11-2019,SMS,001-554-919-2673x99744,parcher@example.com,1,Doctorate,Public
CUST004051,Thomas Mcdonald,31,Male,Chandlerview,California,UK,75368,26-11-2022,Phone,419.290.8130x22304,dperez@example.org,5,Doctorate,Public
CUST004052,Joshua Walter,52,Male,Lake Michael,Maine,India,80244,23-02-2023,Email,001-794-766-6707x15254,kathryn63@example.net,5,Graduate,Public
CUST004053,Kevin Boyle,65,Male,New Rodney,Minnesota,UK,131284,28-08-2017,SMS,+1-489-429-6623x46107,kmartin@example.com,8,Undergraduate,Public
CUST004054,Brett Anderson,62,Female,West Kimberlychester,Utah,UK,50474,27-11-2021,SMS,328.912.2416,caseychristopher@example.com,9,Undergraduate,Public
CUST004055,Timothy Turner,37,Male,Reidbury,Arizona,Germany,89784,09-01-2019,SMS,(983)909-0259x22094,heidihicks@example.net,7,Doctorate,Public
CUST004056,Rebecca Walton,73,Female,West Gabriellefurt,Kentucky,Canada,30586,13-03-2019,Email,(862)574-6314,anthonygonzales@example.org,6,Undergraduate,Public
CUST004057,Vincent Thornton,66,Male,South Randy,Hawaii,Germany,81228,02-02-2020,Phone,(741)496-7190x28915,susan34@example.com,9,Undergraduate,Public
CUST004058,Amy Higgins,30,Female,Youngborough,Nevada,India,32940,29-01-2022,Phone,+1-257-544-3819x09694,hernandezandrea@example.org,5,Doctorate,Public
CUST004059,Kirsten Baldwin,55,Female,Lake Antonio,North Dakota,Germany,43606,21-04-2019,SMS,+1-253-682-8692x110,solomonjohn@example.org,6,Postgraduate,Public
CUST004060,Linda Stephenson,66,Male,Danielville,Florida,India,132753,14-11-2016,SMS,(667)887-8480,stevenmartin@example.com,1,Postgraduate,Public
CUST004061,Adam Walter,63,Male,Gailside,Wyoming,Germany,65747,25-06-2017,Phone,(477)698-5041,laurenhuff@example.com,6,Doctorate,Public
CUST004062,Robert Martinez,66,Male,New Tina,North Carolina,Canada,89727,03-08-2019,Phone,203-967-2583x1062,amandamartin@example.org,6,Graduate,Public
CUST004063,Chelsea Cox,25,Male,Tylerport,Vermont,USA,59282,24-12-2019,Phone,+1-581-996-7968x24922,colleenhill@example.org,5,Postgraduate,Public
CUST004064,Michael Herrera,60,Female,New Bryan,Vermont,Canada,82760,21-02-2017,SMS,370-650-5234x8984,jessicahays@example.net,10,Undergraduate,Public
CUST004065,John Lloyd,37,Female,East Mary,Illinois,Germany,87996,05-01-2018,SMS,001-633-747-2066,barnescharles@example.org,6,Doctorate,Public
CUST004066,Keith Mendoza,50,Female,Simonhaven,Idaho,UK,136042,26-02-2018,Phone,463-825-3779x102,jessicamiller@example.net,5,Doctorate,Public
CUST004067,Alexander Holt,43,Female,Jasonchester,Iowa,USA,27883,12-10-2019,Phone,(395)211-8440x95069,lewiscourtney@example.com,2,Postgraduate,Public
CUST004068,Ronald Smith,56,Other,East Eric,South Carolina,UK,61594,01-09-2019,Email,+1-802-263-3581x87598,danielblair@example.com,7,Postgraduate,Public
CUST004069,Michael Stone,38,Female,Lake Ryanburgh,New York,Canada,121031,27-06-2015,SMS,001-592-233-7479x860,stewartrobert@example.net,1,Postgraduate,Public
CUST004070,Laura Mcclain,70,Female,West Alexmouth,Texas,USA,103103,06-11-2021,Email,811-621-8339x41926,mcintoshjacqueline@example.com,8,Undergraduate,Public
CUST004071,Amy Munoz,66,Female,South Jeremy,Idaho,Germany,94875,28-03-2021,Phone,001-900-828-6396x467,dale75@example.com,6,Postgraduate,Public
CUST004072,Ashley Velasquez,59,Male,East Scottport,Wyoming,UK,123978,08-04-2021,SMS,429.863.2084x1915,tara02@example.net,3,Graduate,Public
CUST004073,Anne Tran,60,Male,Jenniferstad,Idaho,Germany,113209,01-02-2016,SMS,+1-850-553-8569x626,katienguyen@example.net,10,Undergraduate,Public
CUST004074,Christopher Hurley,71,Female,East Michael,Georgia,India,40426,26-01-2018,Email,(296)797-5633x5980,patricia42@example.org,5,Graduate,Public
CUST004075,Kim Hughes,58,Male,Lake Richard,Vermont,USA,41486,17-12-2019,Email,+1-210-449-5409x27266,jennifer57@example.net,5,Undergraduate,Public
CUST004076,Joseph Rodriguez,26,Male,Matthewmouth,Minnesota,UK,101085,05-01-2019,Email,+1-641-393-8742x958,vgallagher@example.net,10,Undergraduate,Public
CUST004077,Misty Powers,41,Male,Huntside,Wyoming,Canada,28993,15-12-2019,Email,(649)494-3365,michelleallen@example.org,3,Undergraduate,Public
CUST004078,Ryan Mitchell,54,Male,Lake Adamview,North Carolina,Canada,37219,28-10-2022,SMS,355-333-1648x812,yrosales@example.com,4,Postgraduate,Public
CUST004079,Sarah King,66,Female,Martinhaven,Missouri,Canada,28708,25-04-2021,Phone,641.201.3098x9476,michaelmorgan@example.org,8,Postgraduate,Public
CUST004080,David Curtis,58,Male,South Jeffrey,Alaska,Canada,53788,17-11-2022,Phone,(746)368-0800,rodriguezbrandon@example.org,10,Graduate,Public
CUST004081,Joseph Hodges,34,Female,Charleston,Louisiana,UK,26495,15-02-2019,Phone,501.275.6242x7909,jeffrey38@example.net,7,Postgraduate,Public
CUST004082,Angel Rivera,41,Female,West Michael,Hawaii,India,119970,26-05-2020,Email,8916310447,wweber@example.net,9,Postgraduate,Public
CUST004083,Rebecca Miller,38,Male,Lake Shannonfort,Pennsylvania,Canada,61160,10-10-2019,Phone,+1-478-207-8514x417,djenkins@example.com,4,Doctorate,Public
CUST004084,Christopher Lam,68,Female,Maldonadostad,New Jersey,Canada,135002,30-12-2020,Email,220.601.6389x70219,yjohnson@example.net,6,Graduate,Public
CUST004085,Lindsay Quinn,56,Female,Davidmouth,Georgia,Canada,32537,20-05-2019,Email,402.532.6490x09040,chelsea78@example.org,8,Graduate,Public
CUST004086,William Parker,72,Male,Travisville,South Dakota,India,60553,09-04-2022,Phone,(807)495-5033x19625,jessica29@example.net,1,Doctorate,Public
CUST004087,Jennifer Campbell,58,Male,Woodshire,Illinois,USA,47203,23-11-2020,Phone,(384)676-4438x26693,jenkinsrobin@example.org,5,Postgraduate,Public
CUST004088,Stephanie Rodriguez,56,Male,West Caitlynton,New Hampshire,Canada,143347,02-03-2023,Phone,473-812-9492x31600,austin61@example.net,4,Undergraduate,Public
CUST004089,Tricia Gilmore,30,Female,Woodwardville,Virginia,Canada,79032,23-01-2020,SMS,492.842.4993x997,jjohnson@example.com,5,Doctorate,Public
CUST004090,Kayla Phillips,28,Female,Lake Donnafurt,Montana,Canada,96124,04-03-2019,Email,+1-200-521-2994x8993,patricia12@example.net,5,Graduate,Public
CUST004091,Michelle Ingram,63,Male,Lake Raymondmouth,Minnesota,USA,118844,30-01-2017,SMS,721.564.9684,gomezdiana@example.com,7,Postgraduate,Public
CUST004092,Michael Bates,36,Male,Lake Seanhaven,Michigan,Canada,128106,05-03-2024,Phone,+1-769-859-6436x63705,matthewdunlap@example.net,5,Graduate,Public
CUST004093,Ashley Pennington,28,Male,South Monica,Montana,USA,105747,06-07-2016,SMS,+1-772-674-6689x38959,josephsandra@example.net,1,Postgraduate,Public
CUST004094,Rebecca Eaton,30,Female,Glennbury,Nevada,USA,62659,31-03-2021,SMS,7919794192,ljohnson@example.org,1,Postgraduate,Public
CUST004095,Jessica Coleman,63,Male,Port John,Arkansas,Germany,136064,20-08-2022,Phone,588.509.7111x4398,cynthia20@example.com,8,Undergraduate,Public
CUST004096,Gregory Compton,62,Female,Evelynfort,Alabama,Germany,89043,07-02-2023,Phone,001-890-237-6755x9961,zbailey@example.net,9,Postgraduate,Public
CUST004097,Latoya Hill,18,Male,Lake George,Connecticut,Canada,28525,16-08-2022,Email,903-206-4328,ijackson@example.com,3,Doctorate,Public
CUST004098,Michael Owens,57,Female,Port Matthew,California,UK,110437,16-11-2020,Email,(430)548-7486,courtney83@example.net,9,Doctorate,Public
CUST004099,Mark Proctor,61,Female,Perryhaven,Hawaii,Germany,29777,16-05-2020,SMS,5734469069,onguyen@example.org,1,Postgraduate,Public
CUST004100,Albert Morse,36,Female,Port Benjaminburgh,Iowa,Germany,94725,04-04-2022,Phone,001-378-775-1897,christophermills@example.net,2,Undergraduate,Public
CUST004101,Kimberly Reid,29,Male,West John,Mississippi,UK,70791,14-10-2023,Email,9986574987,jeffreyhutchinson@example.com,2,Graduate,Public
CUST004102,Joshua Gross,25,Female,Melissahaven,Arkansas,India,113853,05-06-2021,Email,471.539.8006,amber45@example.net,5,Postgraduate,Public
CUST004103,Tammy Dean,25,Male,North Victoria,Oregon,Canada,145825,03-03-2022,SMS,318.937.5445x78503,aguilarjessica@example.net,10,Doctorate,Public
CUST004104,Erin Hamilton,70,Male,Schmidtton,Pennsylvania,India,56501,03-01-2019,SMS,(850)957-6067,rachaelramirez@example.com,8,Graduate,Public
CUST004105,Kayla Lawrence,62,Female,Michelestad,South Carolina,India,90258,26-07-2019,SMS,(306)625-8803,christinaholloway@example.net,8,Postgraduate,Public
CUST004106,Jeremy Rodriguez,29,Female,Port Heatherside,Maryland,USA,145942,02-02-2019,Phone,(495)607-5449x027,ashley25@example.net,1,Postgraduate,Public
CUST004107,Adrian Warner,65,Female,New Erintown,Virginia,USA,108833,11-05-2020,Email,593-677-0183x712,hopkinsdavid@example.org,2,Postgraduate,Public
CUST004108,Jennifer Phillips PhD,50,Male,South Ryan,Nevada,Canada,101185,19-03-2024,Email,(878)717-5765x670,taylorjackson@example.com,3,Undergraduate,Public
CUST004109,Samuel Morales,62,Female,Jonathonfurt,North Dakota,UK,48719,08-09-2016,Email,7996443503,spatel@example.net,5,Undergraduate,Public
CUST004110,Autumn Rollins,43,Female,West Georgeport,New York,USA,137181,15-11-2015,SMS,(357)749-6221x2634,novakamber@example.org,7,Undergraduate,Public
CUST004111,Daniel Beasley,56,Female,North Thomas,Florida,Germany,91686,12-12-2019,Phone,372.439.4957,teresa79@example.com,7,Undergraduate,Public
CUST004112,Carol Ward,45,Female,Port Kimberly,Texas,Canada,104837,03-10-2022,SMS,001-250-372-8040,glennjohnson@example.org,7,Graduate,Public
CUST004113,Gavin Diaz,22,Female,Colinhaven,Alaska,India,53434,13-03-2015,SMS,001-245-477-4469x191,gmartin@example.net,7,Graduate,Public
CUST004114,Edward Morgan,25,Male,East Heather,Wisconsin,Canada,127441,22-04-2022,Phone,860.773.0714x75846,lisadunn@example.org,6,Undergraduate,Public
CUST004115,Amanda Montgomery,42,Female,East Daniellemouth,Michigan,USA,45520,01-05-2020,Phone,208.665.7022,debramills@example.org,9,Doctorate,Public
CUST004116,Edward Garcia,44,Female,Portershire,New Jersey,UK,81881,10-07-2019,SMS,001-854-804-0400x2603,klee@example.net,4,Undergraduate,Public
CUST004117,Natalie Fox,63,Other,Alanburgh,Kansas,India,26510,20-02-2016,Phone,-5524,collinssteven@example.net,6,Doctorate,Public
CUST004118,Mary Davis,40,Male,Thomasfort,New Jersey,UK,53546,19-01-2019,SMS,366-793-6414x264,jessicajackson@example.net,5,Graduate,Public
CUST004119,Dawn Mann,47,Male,Hillborough,New Jersey,Canada,38982,17-03-2015,Email,726-863-2625x855,johnmeyer@example.net,1,Doctorate,Public
CUST004120,Abigail Coleman,62,Male,Maybury,Vermont,UK,94451,10-05-2023,Phone,(351)503-3124x5829,anneflores@example.org,9,Graduate,Public
CUST004121,Joseph Foster,64,Female,Rebeccastad,Kansas,UK,105270,19-01-2021,Email,-5150,gcarson@example.net,1,Graduate,Public
CUST004122,Craig Moore,40,Female,West Kevinton,New York,Canada,113245,10-04-2020,Phone,+1-943-706-0487x1536,turnernicholas@example.org,6,Graduate,Public
CUST004123,Mark Long,66,Male,Davidtown,Nevada,India,44636,11-04-2018,SMS,298-674-0437,willie57@example.net,10,Doctorate,Public
CUST004124,Amy Newton,64,Female,New Michelle,Washington,UK,123220,25-12-2020,SMS,001-834-249-9841x89330,orozcovincent@example.org,5,Graduate,Public
CUST004125,Richard Lambert,37,Female,East Nicholasport,Vermont,UK,83087,06-11-2015,SMS,001-539-328-8789,brenda02@example.org,4,Postgraduate,Public
CUST004126,Shannon Allison,35,Female,Maryfort,Michigan,Canada,35957,19-12-2015,SMS,001-439-582-6839x600,pettypatricia@example.com,9,Graduate,Public
CUST004127,Sarah Lopez,35,Male,West Christopherstad,Delaware,Germany,61706,12-06-2022,SMS,578-906-7530,josephcameron@example.org,10,Graduate,Public
CUST004128,Marie Wheeler,19,Female,Lake Dawn,Alabama,UK,142199,04-06-2021,SMS,259.761.3864x4234,ypacheco@example.com,7,Graduate,Public
CUST004129,Anthony Hunter II,21,Male,North Garyhaven,California,USA,124377,28-12-2022,Phone,001-879-454-0181,watsoncynthia@example.net,10,Doctorate,Public
CUST004130,Michael Hoover,47,Female,Randyport,Iowa,India,87871,01-12-2018,Phone,(848)737-1421x4857,vpena@example.net,8,Doctorate,Public
CUST004131,Dominique Pena,50,Male,Lake Lisamouth,Mississippi,UK,86737,30-05-2019,Email,913.362.6934x1911,chrisjackson@example.net,3,Undergraduate,Public
CUST004132,Matthew Jimenez,53,Male,Amberside,South Dakota,Canada,125496,07-06-2017,Phone,+1-274-255-4748x4412,joseph59@example.org,7,Undergraduate,Public
CUST004133,Danielle Rogers,35,Female,South Jacob,New York,USA,65975,05-09-2018,Phone,625.279.7883,wnixon@example.net,2,Undergraduate,Public
CUST004134,Mr. Charles Moses Jr.,54,Male,West Christine,Nevada,Canada,122364,25-12-2022,Email,(314)781-8824,elizabeth93@example.com,10,Doctorate,Public
CUST004135,Kevin Mullins,36,Male,New Lisa,Alaska,UK,130687,30-07-2019,Email,(618)707-9775,mary55@example.org,10,Graduate,Public
CUST004136,Doris Moran,64,Female,Jonesfurt,Georgia,USA,53129,02-05-2017,SMS,214.928.1858,clementsgeorge@example.com,10,Graduate,Public
CUST004137,Amy Stevens,45,Female,Anthonystad,Kentucky,India,62939,04-09-2016,Email,739-224-5687x09978,stephen67@example.org,8,Postgraduate,Public
CUST004138,Deborah Moore,57,Female,Stephanieland,Nebraska,India,90059,14-08-2015,Email,(226)618-9541,amanda33@example.org,3,Postgraduate,Public
CUST004139,Kristina Haynes,37,Male,South Saraland,West Virginia,India,33298,20-05-2023,Phone,001-824-308-8559,joshua90@example.org,5,Undergraduate,Public
CUST004140,Brad Sutton,66,Male,Port Cynthiamouth,Maryland,Germany,144002,07-03-2016,SMS,+1-644-501-5244x1659,grace44@example.org,5,Postgraduate,Public
CUST004141,Holly Perkins,50,Male,Claytonmouth,Vermont,Canada,89422,07-12-2022,Email,(645)957-2434,jenniferhinton@example.com,10,Postgraduate,Public
CUST004142,Darren Walter,29,Male,South Isaiahfort,Maryland,UK,31480,01-08-2016,SMS,894.428.7664x1777,stephaniecastillo@example.net,2,Postgraduate,Public
CUST004143,Stephanie Harrison,68,Female,West Ryan,Maryland,USA,118080,10-12-2016,SMS,+1-304-959-3468x868,garciadustin@example.com,6,Postgraduate,Public
CUST004144,James Mckenzie,32,Male,Jennahaven,New York,Canada,135962,09-10-2020,Email,445-255-7672x4009,willisbarbara@example.com,3,Postgraduate,Public
CUST004145,Sarah Hart,58,Male,Allenfurt,Washington,UK,85389,07-01-2023,Email,+1-463-948-9268x39998,johndunlap@example.org,4,Graduate,Public
CUST004146,Michael Walters,56,Male,Edwinchester,Kansas,Germany,93393,21-07-2019,Email,8163474953,rjohnson@example.com,1,Graduate,Public
CUST004147,Paula Reeves,19,Male,New Amy,Rhode Island,UK,29349,13-11-2021,Email,9729698509,joshuapatterson@example.org,8,Graduate,Public
CUST004148,Dr. Charles Thompson II,46,Female,North Lisa,Georgia,Canada,91964,19-03-2019,SMS,+1-352-319-5526x4459,ashleyroberts@example.net,10,Undergraduate,Public
CUST004149,Yvonne Hughes,58,Female,Ruizside,Alaska,UK,64491,07-04-2016,Phone,757.340.4230x7317,vhunter@example.org,8,Undergraduate,Public
CUST004150,Kristie Browning,27,Male,Hallmouth,Tennessee,USA,149888,06-04-2019,SMS,(543)815-0836,mallory52@example.net,5,Postgraduate,Public
CUST004151,Mary Jones,19,Male,Port Jeffrey,Nevada,Germany,71778,01-07-2019,SMS,(695)772-1705,joseandrews@example.org,5,Undergraduate,Public
CUST004152,Ryan Browning,68,Male,East Jasonstad,Connecticut,USA,113699,12-11-2024,SMS,973-858-5420x373,townsendkelly@example.net,7,Doctorate,Public
CUST004153,Brandi Singh,28,Female,West Timothyshire,Mississippi,Germany,52677,09-01-2016,Email,718.721.1800,hobbslisa@example.com,1,Undergraduate,Public
CUST004154,Thomas Dawson,30,Female,Mcgeeville,Wyoming,Germany,121440,06-02-2016,Email,603-581-2309x66274,serranojohnathan@example.com,3,Undergraduate,Public
CUST004155,Michael Evans,27,Male,Port Angelashire,Iowa,UK,106254,10-04-2019,Phone,517-722-8617x2549,ystout@example.com,7,Undergraduate,Public
CUST004156,Andrew Hodge,31,Female,Veronicafurt,New Mexico,USA,105345,23-05-2023,Phone,380-421-6304x79835,reginabeck@example.net,9,Graduate,Public
CUST004157,Johnny Payne,35,Female,New Abigailchester,Iowa,Germany,38272,20-07-2021,Phone,998.675.3282x74398,wardrachel@example.net,3,Undergraduate,Public
CUST004158,Ann Johnston,68,Female,West Vanessa,Oregon,Germany,36828,07-07-2016,SMS,393.448.9488,lgriffin@example.com,3,Doctorate,Public
CUST004159,Joshua Bradshaw,71,Female,Port Matthew,Nevada,UK,69431,08-03-2015,Phone,(911)331-1335x536,ashleyhurley@example.com,1,Undergraduate,Public
CUST004160,Veronica Barker,26,Male,South Jeffery,South Carolina,Canada,32856,12-01-2020,SMS,214-978-4027,holderlaura@example.net,1,Undergraduate,Public
CUST004161,Brandon Mcgee,74,Male,Perryhaven,Texas,Canada,36223,01-05-2018,Email,869-479-7977x63152,shawnmiller@example.com,7,Undergraduate,Public
CUST004162,Erin Carpenter,56,Male,Calebhaven,Tennessee,India,146988,22-10-2020,SMS,538-360-5292,hmartin@example.net,8,Doctorate,Public
CUST004163,Donna Johnson,45,Female,Lake Sheila,South Dakota,India,64413,08-08-2019,Email,712.690.4273,gregory57@example.org,9,Graduate,Public
CUST004164,Mark Watson,20,Other,New Joseph,California,Germany,81822,07-10-2019,Email,(945)960-2073x6347,lisanelson@example.com,3,Postgraduate,Public
CUST004165,Kyle Ellis MD,37,Male,Hillfurt,Colorado,Canada,60689,06-01-2018,Phone,888.616.1825x9679,dbarton@example.net,8,Undergraduate,Public
CUST004166,Mitchell Perez,23,Male,Thomasville,Iowa,Germany,98702,28-11-2018,Email,(426)623-4960,jeanparrish@example.com,10,Undergraduate,Public
CUST004167,Tara Thomas,44,Male,Kathrynville,Arkansas,USA,81396,18-11-2018,Phone,(764)524-7769x963,shutchinson@example.org,5,Graduate,Public
CUST004168,Gina Simpson,70,Male,Kimberlyport,Illinois,Canada,37637,22-08-2020,Phone,+1-852-389-2608x659,louisthompson@example.org,10,Graduate,Public
CUST004169,James Stein,19,Male,Lake Coreyburgh,Arkansas,Canada,71534,21-11-2021,Phone,001-205-561-6659,gortega@example.net,7,Undergraduate,Public
CUST004170,David Robbins,46,Female,Velezshire,Hawaii,Canada,91414,19-07-2023,SMS,981.254.3552x479,amanda50@example.org,2,Undergraduate,Public
CUST004171,Carol Douglas,55,Male,Dorisbury,Minnesota,India,101240,04-10-2015,Phone,308.752.8066,christina22@example.net,2,Postgraduate,Public
CUST004172,Mark Arnold,20,Male,Camposland,Florida,UK,99038,05-09-2024,Phone,(268)724-1015x357,hardytracy@example.com,6,Postgraduate,Public
CUST004173,Robin Mccall,33,Female,Tracyberg,Pennsylvania,UK,148994,28-03-2022,Email,658-365-3035x2658,cmills@example.org,6,Postgraduate,Public
CUST004174,Meredith Patterson,47,Male,Nicholastown,Idaho,India,40266,24-10-2023,SMS,7178295447,laurie83@example.com,4,Undergraduate,Public
CUST004175,Christopher Holden,57,Male,Lake Samuel,Kansas,India,73068,23-03-2024,Phone,(958)871-5638x2454,myersraymond@example.com,8,Postgraduate,Public
CUST004176,Michael Osborne,19,Male,Port Vincentmouth,Oklahoma,India,124625,19-04-2019,Phone,001-206-771-5417x12063,donald40@example.org,3,Postgraduate,Public
CUST004177,Cassandra Harris,34,Female,West Brad,Michigan,UK,69356,30-04-2021,Phone,001-598-470-8723,qbutler@example.org,8,Undergraduate,Public
CUST004178,Jamie Richardson,58,Female,Pricefort,Delaware,Germany,111295,18-03-2015,Email,001-267-240-6928x399,thughes@example.net,3,Doctorate,Public
CUST004179,Nicolas Dougherty,29,Male,East Amyshire,Utah,India,40046,10-04-2023,Email,(516)389-7787,charles58@example.com,6,Postgraduate,Public
CUST004180,Michelle Sanders,52,Female,Benjaminborough,Maryland,Germany,148846,07-02-2016,Email,546.820.3371x6926,dominic44@example.com,2,Doctorate,Public
CUST004181,James May,60,Male,Jonesshire,New Hampshire,Germany,50270,27-08-2018,Phone,3536330660,rachel79@example.com,3,Doctorate,Public
CUST004182,Deborah Swanson,18,Female,Port Veronicaside,Idaho,USA,144693,12-03-2016,Phone,(642)863-5479x0595,scottjennifer@example.com,9,Doctorate,Public
CUST004183,Isabel Schultz,72,Female,Abigailstad,Delaware,UK,101342,24-12-2019,Phone,843.644.6424,ernestwalton@example.org,1,Graduate,Public
CUST004184,Dr. Courtney Wise,62,Female,Nicoleland,South Carolina,Germany,131766,09-01-2020,Phone,(720)727-5581x7510,debbiekoch@example.com,5,Postgraduate,Public
CUST004185,Jennifer Gutierrez,32,Male,South Ashleyland,Texas,UK,145324,18-03-2022,Phone,536.499.9212,carlos89@example.com,7,Undergraduate,Public
CUST004186,Michael Moore,43,Other,South Walter,Minnesota,UK,62988,22-11-2022,Email,+1-944-676-8931x2660,butlersarah@example.com,8,Undergraduate,Public
CUST004187,Tina Carter,54,Other,South Penny,Mississippi,USA,149291,08-01-2020,Phone,4777781572,sherry22@example.org,2,Graduate,Public
